SMILES,type,temp,pCMC,AW_ST_CMC,Gamma_max,Area_min,Pi_CMC,pC20,fold
CCCCCCCCCCCCOC(=O)CC[N+](C)(C)CCC(=O)OCCCCCCCCCCCC.[Br-],cationic,25,3.82390874094432,45,0.00000339,0.49,27,4.00475328436769,5
CCCCCCCCCCNC(=O)CC[N+](C)(C)CCC(=O)NCCCCCCCCCC.[Br-],cationic,25,4,25,0.00000339,0.49,47,4.69754323891871,1
CCCCCCCCCCOC(=O)CC[N+](C)(C)CCC(=O)OCCCCCCCCCC.[Br-],cationic,25,2.30102999566398,35,0.00000353,0.47,37,2.72280543222767,1
CCCCCCCCNC(=O)CC[N+](C)(C)CCC(=O)NCCCCCCCC.[Br-],cationic,25,2.52287874528034,25,0.00000339,0.49,47,3.22042198419905,6
CCCCCCCCCC(=O)NC(CCCNC([N+])N)C(=O)OC.[Cl-],cationic,25,1.79588001734408,40,0.00000248,0.67,32,2.21965628614953,6
CCCCCCCCCCCC(=O)NC(CCCNC([N+])N)C(=O)OC.[Cl-],cationic,25,2.23657200643706,32,0.00000248,0.67,40,2.94286578777948,0
CCCCCCCCCCCCCC(=O)NC(CCCNC([N+])N)C(=O)OC.[Cl-],cationic,25,2.69897000433602,32,0.00000268,0.62,40,3.35255529453348,4
CCCCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],cationic,25,3.45593195564972,35,0.00000319,0.52,37,3.82,8
CCCCCCCCCCCCCCCC[N+](C)(C)C.Cc1ccc(S(=O)(=O)[O-])cc1,cationic,25,3.63827216398241,32,0.00000346,0.48,40,4.1,0
CCCCCCCCCCCCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1,cationic,25,3.22184874961636,41.3,0.00000203,0.82,30.7,3.7,4
CCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],cationic,25,2.88605664769316,,,,,,2
CCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],cationic,25,2.34678748622466,,,,,,3
CCCCCCCCCCCCCC[N+](CCC)(CCC)CCC.[Br-],cationic,25,2.67778070526608,42.8,,,29.2,,4
CCCCCCCCCCCCCC[n+]1ccccc1.[Br-],cationic,25,2.55284196865778,40.8,,,31.17,,4
CCCCCCCCCCCCCC[n+]1ccccc1.[Cl-],cationic,25,2.45593195564972,,,,,,4
CCCCCCCCCCCCC[n+]1ccccc1.[Br-],cationic,25,2.27572413039921,,,,,,4
CCCCCCCCCCCC[N+](C)(C)CC.[Br-],cationic,25,1.85387196432176,,,,,,7
CCCCCCCCCCCC[N+](C)(C)CCCCCCCC.[Br-],cationic,25,2.95860731484178,,,,,,7
CCCCCCCCCCCC[n+]1ccccc1.[I-],cationic,25,2.27572413039921,,,,,,9
CCCCCCCCCCC[n+]1ccccc1.[Br-],cationic,25,1.67778070526608,,,,,,0
CCCCCCCC[N+](C)(C)C.[Br-],cationic,25,3.85387196432176,,,,,,8
CCCCCCCCCCCCCCCC[N+](C)(C)CCOC1OC(CO)C(O)C(O)C1O.[Br-],cationic,25,3.29242982390206,39.1,0.00000133,1.25,32.9,4.19,1
CCCCCCCCCCCC[N+](C)(C)CCOC1OC(CO)C(O)C(O)C1O.[Br-],cationic,25,2.54975089168064,39,0.00000128,1.3,33,3.41,8
CCCCCCCCCCCC[N+](C)(C)CCOC1OC(COC)C(OC)C(OC)C1OC.[Br-],cationic,25,2.58004425151024,37,0.000000902,1.84,35,4.06,8
CCCCCCCC[N+](C)(C)CCOC1OC(COC)C(OC)C(OC)C1OC.[Br-],cationic,25,2.23807216157947,37.8,0.00000106,1.57,34.2,3.4,8
CCCCCCCCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccc(OC)cc2)sc2ccccc21.[Br-],cationic,25,1.38721614328026,39.1,,,32.9,,7
CCCCCCCCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccccc2)sc2ccccc21.[Br-],cationic,25,0.991399828238082,36.7,,,35.3,,8
CCCCCCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccc(OC)cc2)sc2ccccc21.[Br-],cationic,25,1.0268721464003,39.2,,,32.8,,9
CCCCCCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccccc2)sc2ccccc21.[Br-],cationic,25,0.97469413473523,40.4,,,31.6,,9
CCCCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccc(OC)cc2)sc2ccccc21.[Br-],cationic,25,0.97469413473523,42.1,,,29.9,,2
CCCCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccccc2)sc2ccccc21.[Br-],cationic,25,0.931814138253838,42.3,,,29.7,,2
CCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccc(OC)cc2)sc2ccccc21.[Br-],cationic,25,0.906578314837765,45.2,,,26.8,,5
CCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccccc2)sc2ccccc21.[Br-],cationic,25,0.872895201635192,44.4,,,27.6,,5
CCCCCCCCCC[N+](C)(C)C.[Cl-],cationic,25,1.16749108729376,,,,,,2
CCCCCCCCCCCCCCCC[n+]1ccccc1.[Cl-],cationic,25,3.04575749056068,42,0.00000088,0.42,30,4.3,1
CCCCCCCCCCCCCC[N+](CCCC)(CCCC)CCCC.[Br-],cationic,25,2.92081875395238,,,,,,4
CCCCCCCCCCCC[N+](C)(C)CCCC.[Br-],cationic,25,2.1249387366083,,,,,,7
CCCCCCCCCCCC[N+](C)(C)CCCCCC.[Br-],cationic,25,2.50863830616573,,,,,,7
C=CC[N+](C)(C)CCCCCCCCCCCC.[Br-],cationic,,,39.5,,,,,0
C=CC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-],cationic,,,34,,,,,0
C=CC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Br-],cationic,,,33.2,,,,,0
CCCCCCCCC(CCCCCCCC)C[N+](C)(C)CCO.[Cl-],cationic,,,25.3,,,,,5
CCCCCCCCCC(=O)OCC1OC(OCCC[N+](C)(C)C)C(O)C(O)C1O.[I-],cationic,,,33.8,,,,,6
CCCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],cationic,,,31.4,,,,,8
CCCCCCCCCCC(=O)NCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,,,39,,,,,8
CCCCCCCCCCCC(=O)OCC(O)CN(CCCCC([N+])C(=O)OC)CC(O)CO.[Cl-],cationic,,,33,,,,,0
CCCCCCCCCCCC(=O)OCC(O)CN(CCCCC([N+])C(=O)OC)CC(O)COC(=O)CCCCCCCCCCC.[Cl-],cationic,,,24.5,,,,,0
CCCCCCCCCCCC(=O)OCC1OC(OCCC[N+](C)(C)C)C(O)C(O)C1O.[I-],cationic,,,29.6,,,,,0
CCCCCCCCCCCCC(=O)NCC[N+](C)(C)C.[Cl-],cationic,,,35,,,,,2
CCCCCCCCCCCCC(=O)NCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,,,39.6,,,,,3
CCCCCCCCCCCCC(=O)OCC[N+](C)(C)C.[Cl-],cationic,,,30,,,,,3
CCCCCCCCCCCCCC(=O)OCC(O)CN(CCCCC([N+])C(=O)OC)CC(O)CO.[Cl-],cationic,,,31,,,,,4
CCCCCCCCCCCCCC(=O)OCC(O)CN(CCCCC([N+])C(=O)OC)CC(O)COC(=O)CCCCCCCCCCCCC.[Cl-],cationic,,,25,,,,,4
CCCCCCCCCCCCCC(=O)OCC1OC(OCCC[N+](C)(C)C)C(O)C(O)C1O.[I-],cationic,,,27.3,,,,,4
CCCCCCCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],cationic,,,30.3,,,,,5
CCCCCCCCCCCCCCC(=O)NCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,,,39.9,,,,,5
CCCCCCCCCCCCCCCC(=O)OCC1OC(OCCC[N+](C)(C)C)C(O)C(O)C1O.[I-],cationic,,,33.5,,,,,6
CCCCCCCCCCCCCCCCC(=O)NCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,,,42.2,,,,,6
CCCCCCCCCCCCCCCCCC(=O)OCC1OC(OCCC[N+](C)(C)C)C(O)C(O)C1O.[I-],cationic,,,39.7,,,,,7
CCCCCCCCCCCCCCCCCCOC(=O)C[n+]1oc(C)cc1N=Cc1ccccc1.[Br-],cationic,,,36.5,,,,,8
CCCCCCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCCCCCCCCCCC.[Cl-],cationic,,,42.1,,,,,8
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCN(CCC(=O)NCCN(CCC(=O)OC)CCC(=O)OC)CCC(=O)NCCN(CCC(=O)OC)CCC(=O)OC.[Br-],cationic,,,41.2,,,,,8
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCN(CCC(=O)OC)CCC(=O)OC.[Br-],cationic,,,38.2,,,,,8
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],cationic,,,40.5,,,,,9
CCCCCCCCCCCCCCCCCC[n+]1ccn(CCOC(=O)NCCCC)c1.[Br-],cationic,,,41.5,,,,,9
CCCCCCCCCCCCCCCCOC(=O)C[N+](C)(C)CCCN=Cc1ccccc1O.[Cl-],cationic,,,31.6,,,,,9
CCCCCCCCCCCCCCCCOC(=O)C[n+]1oc(C)cc1N=Cc1ccccc1.[Br-],cationic,,,37.8,,,,,9
CCCCCCCCCCCCCCCCOCCOCC[n+]1ccccc1.[Cl-],cationic,,,46.5,,,,,0
CCCCCCCCCCCCCCCCOCC[n+]1ccccc1.[Cl-],cationic,,,46,,,,,0
CCCCCCCCCCCCCCCCOc1ccc(C[n+]2ccn(C)c2)cc1.[Br-],cationic,,,37.9,,,,,0
CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)Nc1ccccc1.[Cl-],cationic,,,32.4,,,,,0
CCCCCCCCCCCCCCCC[N+](C)(C)CCC/N=C/c1ccc(OC)c(OC)c1.[Br-],cationic,,,39.6,,,,,0
CCCCCCCCCCCCCCCC[N+](C)(C)CCCN=Cc1ccccc1.[Br-],cationic,,,40,,,,,1
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,,,40.5,,,,,1
CCCCCCCCCCCCCCCC[N+](CC)(CC)CCO.[Br-],cationic,,,38.6,,,,,1
CCCCCCCCCCCCCCCC[N+](CCC)(CCC)CCC.[Br-],cationic,,,43.5,,,,,1
CCCCCCCCCCCCCCCC[n+]1ccn(CCOC(=O)NCCCC)c1.[Br-],cationic,,,42,,,,,1
CCCCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],cationic,,,38,,,,,1
CCCCCCCCCCCCCCCCn1cc[n+](C)c1.[Cl-],cationic,,,37,,,,,1
CCCCCCCCCCCCCCOC(=O)C[N+](C)(C)CCCN=Cc1ccccc1O.[Cl-],cationic,,,33,,,,,2
CCCCCCCCCCCCCCOC(=O)C[n+]1oc(C)cc1N=Cc1ccccc1.[Br-],cationic,,,39,,,,,2
CCCCCCCCCCCCCCOc1ccc(C[n+]2ccn(C)c2)cc1.[Br-],cationic,,,35.8,,,,,2
CCCCCCCCCCCCCC[N+](C)(C)CCN(CCC(=O)NCCN(CCC(=O)OC)CCC(=O)OC)CCC(=O)NCCN(CCC(=O)OC)CCC(=O)OC.[Br-],cationic,,,32,,,,,3
CCCCCCCCCCCCCC[N+](C)(C)CCN(CCC(=O)OC)CCC(=O)OC.[Br-],cationic,,,27.8,,,,,3
CCCCCCCCCCCCCC[N+](CC)(CC)CCO.[Br-],cationic,,,43,,,,,3
CCCCCCCCCCCCCC[n+]1ccn(CCOC(=O)NCCCC)c1.[Br-],cationic,,,44,,,,,4
CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],cationic,,,39.2,,,,,4
CCCCCCCCCCCCCCn1cc[n+](C)c1.[Cl-],cationic,,,37.5,,,,,4
CCCCCCCCCCCCOC(=O)C[n+]1oc(C)cc1N=Cc1ccccc1.[Br-],cationic,,,42,,,,,5
CCCCCCCCCCCCOc1ccc(C[n+]2ccn(C)c2)cc1.[Br-],cationic,,,37.9,,,,,6
CCCCCCCCCCCC[N+](C)(C)C(C)C(O)c1ccccc1.[Br-],cationic,,,31.8,,,,,7
CCCCCCCCCCCC[N+](C)(C)CCC/N=C/c1ccc(OC)c(OC)c1.[Br-],cationic,,,31.1,,,,,7
CCCCCCCCCCCC[N+](C)(C)CCCN=Cc1ccccc1.[Br-],cationic,,,31.4,,,,,8
CCCCCCCCCCCC[N+](C)(C)CCO.[Br-],cationic,,,32.4,,,,,8
CCCCCCCCCCCC[N+].[Cl-],cationic,,,29,,,,,9
CCCCCCCCCCCC[N+]C.[Cl-],cationic,,,34,,,,,9
CCCCCCCCCCCCc1cc[n+](C2OC(CO)C(O)C(O)C2O)cc1.[Br-],cationic,,,39.2,,,,,9
CCCCCCCCCCCCn1cc[n+](C)c1.[Cl-],cationic,,,38.7,,,,,0
CCCCCCCCCCOC(=O)C[N+](C)(C)CCCN=Cc1ccccc1O.[Cl-],cationic,,,35.9,,,,,1
CCCCCCCCCCOc1ccc(C[n+]2ccn(C)c2)cc1.[Br-],cationic,,,39,,,,,2
CCCCCCCCCC[N+](C)(C)CCC/N=C/c1ccc(OC)c(OC)c1.[Br-],cationic,,,32.1,,,,,3
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.[Cl-],cationic,,,27.7,,,,,3
CCCCCCCCCC[N+](C)(C)CCCN=Cc1ccccc1.[Br-],cationic,,,32.9,,,,,3
CCCCCCCCCC[N+](C)(C)CCN(CCC(=O)NCCN(CCC(=O)OC)CCC(=O)OC)CCC(=O)NCCN(CCC(=O)OC)CCC(=O)OC.[Br-],cationic,,,31.7,,,,,3
CCCCCCCCCC[N+](C)(C)CCN(CCC(=O)OC)CCC(=O)OC.[Br-],cationic,,,27.1,,,,,3
CCCCCCCCCc1ccc(OCC(O)C[N+](C)(C)C)cc1.[Br-],cationic,,,29.5,,,,,6
CCCCCCCCOC(=O)CC([N+])C(=O)OCCCCCC.[Cl-],cationic,,,23.4,,,,,6
CCCCCCCC[N+](C)(C)CCCCCCCC.[Br-],cationic,,,23,,,,,8
CCCCCCCC[n+]1ccc(C)cc1.[Cl-],cationic,,,31,,,,,8
CCCCCCCC[n+]1cccc(C)c1.[Cl-],cationic,,,32.4,,,,,8
CCCCCCCC[n+]1ccccc1.[Cl-],cationic,,,36.8,,,,,9
CCCCCCCC[n+]1ccccc1C.[Cl-],cationic,,,31.8,,,,,9
CCCCCCCCn1cc[n+](C)c1.[Cl-],cationic,,,37,,,,,0
CCCCCCCCn1cc[n+](C)c1.[I-],cationic,,,34.5,,,,,0
CCCCCCOC(=O)CC([N+])C(=O)OCCCCCC.[Cl-],cationic,,,24.3,,,,,2
CCCCCC[n+]1ccccc1.[Cl-],cationic,,,36.4,,,,,4
CCCC[n+]1ccccc1.[Cl-],cationic,,,51.1,,,,,7
CCCCCCCCCCCCCC[N+](CCCCCC[N+](CCCCCCCCCCCCCC)(CC(C)O)CC(C)O)(CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25,3.57675412606319,30,0.00000173,0.96,42,4.31,4
CCCCCCCCCCCCCC[N+](CCCCCC[N+](CCCCCCCCCCCCCC)CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25,3.48545224733971,35.5,0.00000229,0.73,36.6,4.02,4
CCCCCCCCCCCC[N+](CCCCCC[N+](CCCCCCCCCCCC)(CC(C)O)CC(C)O)(CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25,3.45099673797421,32.7,0.00000165,1.01,39.3,4.13,8
CCCCCCCCCCCC[N+](CCCCCC[N+](CCCCCCCCCCCC)CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25,3.35359627377693,36,0.00000214,0.78,36,3.83,9
CCCCCCCCCC[N+](CCCCCC[N+](CCCCCCCCCC)(CC(C)O)CC(C)O)(CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25,3.2518119729938,34.1,0.00000162,1.02,37.9,3.92,4
CCCCCCCCCC[N+](CCCCCC[N+](CCCCCCCCCC)CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25,3.22257317761069,38,0.00000203,0.82,34,3.55,4
CCCCCCCCC[N+](CCCCCC[N+](CCCCCCCCC)(CC(C)O)CC(C)O)(CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25,3.20901152491118,34.9,0.00000157,1.06,37.1,3.78,5
CCCCCCCCC[N+](CCCCCC[N+](CCCCCCCCC)CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25,3.07058107428571,42.2,0.00000195,0.85,29.8,3.4,5
CCCCCCCCCCCCCCCCCC[N+](C)(C)CC(O)COCC(C)(COCC(O)C[N+](C)(C)CCCCCCCCCCCCCCCCCC)COCC(O)C[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Cl-].[Cl-].[Cl-],gemini cationic,25,4.30980391997149,33,0.00000294,0.57,39,5.39,8
CCCCCCCCCC[N+]CC(O)COCC(C)(COCC(O)C[N+]CCCCCCCCCC)COCC(O)C[N+]CCCCCCCCCC.[Cl-].[Cl-].[Cl-],gemini cationic,25,3.20620961530918,34.8,0.0000028,0.59,37.2,4.21,4
CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,4.3665,37,0.000000689,2.41,34.78,5.87,1
CCCCCCCCCCCCCCCC[N+](C)(C)CCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,4.5686,43,0.000000738,2.25,28.78,5.28,1
CCCCCCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,4.6778,28.5,0.000000776,2.14,43.28,6.58,1
CCCCCCCCCCCCCCCCOCC(O)Cn1cc[n+](CCC[n+]2ccn(CC(O)COCCCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25,3.38605252321965,50.1,0.00000201,0.08,21.84,0.46,9
CCCCCCCCCCCCCCCCOCC(O)Cn1cc[n+](CC[n+]2ccn(CC(O)COCCCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25,3.36754270781528,48.1,0.00000271,0.06,24.33,0.52,0
CCCCCCCCCCCCCCOCC(O)Cn1cc[n+](CCC[n+]2ccn(CC(O)COCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25,4.14898639317633,44.5,0.00000299,0.06,27.81,0.93,2
CCCCCCCCCCCCCCOCC(O)Cn1cc[n+](CC[n+]2ccn(CC(O)COCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25,3.63078414258986,43.5,0.00000322,0.05,28.89,1.46,2
CCCCCCCCCCCCOCC(O)Cn1cc[n+](CCC[n+]2ccn(CC(O)COCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25,4.69897000433602,36.1,0.00000348,0.05,36.32,2.1,5
CCCCCCCCCCCCOCC(O)Cn1cc[n+](CC[n+]2ccn(CC(O)COCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25,4.65757731917779,30,0.00000453,0.04,42.36,2,6
CCCCCCCCCCCC(=O)NCCC[N+](C)(C)Cc1ccc(C[N+](C)(C)CCCNC(=O)CCCCCCCCCCC)cc1.[Cl-].[Cl-],gemini cationic,25,3.04575749056068,45.9,0.00000114,1.45,26.1,3.36,0
CCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)Cc1ccc(C[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCC)cc1.[Cl-].[Cl-],gemini cationic,25,3.88605664769316,46.2,0.00000088,1.88,25.8,3.25,4
CCCCCCCCCCCCCCCCOCC(O)C[N+](C)(C)CCCC[N+](C)(C)CC(O)COCCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,5.52287874528034,39.2,0.00000191,0.87,32.8,6.12,9
CCCCCCCCCCCCCCOCC(O)C[N+](C)(C)CCCC[N+](C)(C)CC(O)COCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,5,37.4,0.00000216,0.77,34.6,5.59,2
CCCCCCCCCCCCOCC(O)C[N+](C)(C)CCCC[N+](C)(C)CC(O)COCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.72124639904717,36.4,0.00000224,0.74,35.6,4.36,5
CCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCC.[Cl-].[Cl-],gemini cationic,25,3.10790539730952,38,0.00000114,1.46,35.3,5.31,6
CCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCC.[Cl-].[Cl-],gemini cationic,25,3.54975089168064,36,0.00000102,1.62,33.3,5.7,6
CCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCC.[Cl-].[Cl-],gemini cationic,25,4.22475374025976,39,0.000000934,1.77,36.3,5.73,6
CCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCCCCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCC.[Cl-].[Cl-],gemini cationic,25,4.54975089168064,37,0.000000873,1.9,34.3,6.1,6
CCCCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25,3.34969247686806,37,0.00000118,1.83,36.3,5.61,1
CCCCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25,3.82390874094432,35,0.00000109,1.75,34.3,6.2,1
CCCCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25,4.34969247686806,38,0.000000945,1.51,37.3,5.83,1
CCCCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCCCCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25,4.74957999769111,36,0.000000906,1.4,35.3,6.3,1
CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)c1ccc(C(=O)NCCC[N+](C)(C)CCCCCCCCCCCCCCCC)cc1.[Br-].[Br-],gemini cationic,25,4.21467016498923,43.4,0.00000077,2.16,28.6,4.9,1
CCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)c1ccc(C(=O)NCCC[N+](C)(C)CCCCCCCCCCCCCC)cc1.[Br-].[Br-],gemini cationic,25,3.6615435063954,40.9,0.00000124,1.34,31.1,4.13,3
CCCCCCCCCCCC[N+](C)(C)CCCNC(=O)c1ccc(C(=O)NCCC[N+](C)(C)CCCCCCCCCCCC)cc1.[Br-].[Br-],gemini cationic,25,2.93181413825384,36.3,0.00000148,1.12,35.7,3.57,8
CCCCCCCCCCCCCC[N+](C)(C)CC(=O)OCc1ccc(COC(=O)C[N+](C)(C)CCCCCCCCCCCCCC)cc1.[Cl-].[Cl-],gemini cationic,25,4.04575749056068,40.9,0.00000124,1.34,31.1,3.99,3
CCCCCCCCCCCCCC[N+](C)(C)CC(=O)Oc1ccc(OC(=O)C[N+](C)(C)CCCCCCCCCCCCCC)cc1.[Cl-].[Cl-],gemini cationic,25,4,37.7,0.00000217,1.31,34.3,4.04,3
CCCCCCCCCCCC[N+](C)(C)CC(=O)OCc1ccc(COC(=O)C[N+](C)(C)CCCCCCCCCCCC)cc1.[Cl-].[Cl-],gemini cationic,25,3.23657200643706,41.1,0.00000089,1.86,30.9,3.24,7
CCCCCCCCCCCC[N+](C)(C)CC(=O)Oc1ccc(OC(=O)C[N+](C)(C)CCCCCCCCCCCC)cc1.[Cl-].[Cl-],gemini cationic,25,3.18708664335714,37.8,0.00000109,1.51,34.2,3.19,7
CCCCCCCC=CCCCCCCCCC(=O)NCCC[N+](C)(C)CC=CC[N+](C)(C)CCCNC(=O)CCCCCCCC=CCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.80134291304558,35.67,0.00000192,0.86,36.33,4.29793610878026,4
CCCCCCCC=CCCCCCCCCC(=O)NCCC[N+](C)(C)CC=CC[N+](C)(C)CCCNC(=O)CCCCCCCC=CCCCCCCCC.[Cl-].[Cl-],gemini cationic,25,5.53610701101409,37.23,0.00000164,1.01,34.77,6.06194560233646,4
CCCCCCCCC=CCCCCCCCC(=O)NCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCC=CCCCCCCCC.[Br-].[Br-],gemini cationic,25,4.11350927482752,30.3,0.00000238,0.7,41.66,4.64586090139227,6
CCCCCCCCC=CCCCCCCCC(=O)NCCC[N+](C)(C)CCCC[N+](C)(C)CCCNC(=O)CCCCCCCC=CCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.97881070093006,32.9,0.00000226,0.73,38.88,4.47225795512811,6
CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC=CC[N+](C)(C)CCCNC(=O)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.59176003468815,36.33,0.00000181,0.91,35.77,4.09724265739564,0
CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC=CC[N+](C)(C)CCCNC(=O)CCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25,3.44249279809434,38.12,0.0000016,1.05,33.88,3.94899961182104,0
CCCCCCCCCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,4.85387196432176,42.9,0.00000139,1.19,29.1,5.23611748128425,1
CCCCCCCCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,4.3767507096021,40.1,0.00000147,1.13,31.9,4.84940699248141,2
CCCCCCCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.92081875395238,38,0.00000162,1.03,34,4.42539735659042,3
CCCCCCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.38721614328026,38,0.00000149,1.11,34,3.93581838239008,4
CCCCCCCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.50863830616573,39.7,0.00000132,1.26,32.3,4.05269854621798,4
CCCCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,2.67778070526608,37.5,0.00000161,1.03,34.5,3.20362593046429,0
CCCCCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,2.67778070526608,39.1,0.00000131,1.27,32.9,3.25273619261231,0
CCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCC.[Br-].[Br-],gemini cationic,25,1.82390874094432,38,0.00000166,1,34,2.31632882303687,5
CCCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCCC.[Br-].[Br-],gemini cationic,25,1.76955107862173,40.4,0.00000125,1.33,31.6,2.31138199866596,5
CCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,25,1.43179827593301,37.1,0.00000169,0.98,34.9,1.94657081652798,8
